time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-1.0947324563800458e-07,1.2446909012958204e-06,10.00310867565775,0.0008624322590868871,0.00012035340574101383,0.0,-1.0101840131749947e-05,9.54001612781667e-05,0.1036179877530465,0.03367267185052922,0.005743095256654654,0.0,438.3714989631701,438.8483393176746,436.07833223055644,438.88153826265994
0.12000000000000001,-4.00523138265747e-06,2.9642056764313236e-05,10.008975802450173,0.003890667370604284,0.0005976904707809538,0.0,-0.00015516600077274925,0.0010773495083328958,0.09195365807489542,0.07188797214203563,0.012049324745621941,0.0,399.87994384244877,400.45378488855266,397.92886747806074,401.41292721489503
0.18,-3.252307585868656e-05,0.00020806254814977515,10.021075185541374,0.00830756916711195,0.0021929490800411955,0.0,-0.0009456646852255485,0.005392554270364676,0.3113214502100639,0.07686118465346185,0.0460359755354196,0.0,471.89353077466035,474.50944246491616,473.1783131053613,473.56479375267577
0.23999999999999996,-0.00015631058029410926,0.0007563109549712621,10.04663363010935,0.012671702655362438,0.005433136307031461,0.0,-0.003548175682998693,0.01342730637906068,0.5405394698857844,0.06285452349790518,0.06645712347638381,0.0,475.8854219183339,477.44739797080433,476.43550505316836,475.3672378216399
0.3,-0.00048533120111806017,0.0018129279580172632,10.080183038518967,0.016342674083158037,0.00891717269538006,0.0,-0.007775398780329754,0.022138156762032155,0.5777484858373748,0.05761209550836632,0.030556829312822217,0.0,418.6581864503959,415.525605500033,416.8157067413025,416.36031535087864
0.36000000000000004,-0.0011372324959187533,0.0034810092931338585,10.11720057837304,0.019495185267126125,0.01087873469484446,0.0,-0.014142073153161324,0.033792893694491295,0.6561195881878122,0.03974571776592858,0.03665384644385162,0.0,429.8764365560633,430.3931429513934,431.3928046720265,429.8835872777274
0.4200000000000001,-0.002224652135392951,0.005930836855782467,10.160079130653239,0.02205421724265122,0.012793631567642016,0.0,-0.022321855606620596,0.048125363416508325,0.7730850765282056,0.04790396369466213,0.020176733106687807,0.0,442.8085677526912,441.4515881723468,443.07926918524913,443.7503731748734
0.48000000000000015,-0.0038664980843753916,0.009342339530507683,10.212007598522996,0.024761489740357412,0.014331716965248376,0.0,-0.03256407143220443,0.06590850171840894,0.9577170951147709,0.038878743356169934,0.034773907995367045,0.0,461.5963757149265,462.7468118161473,465.55375845346543,464.8482185382979
0.5400000000000001,-0.006124396246549651,0.01381824104348229,10.272464136123656,0.027870575328861058,0.016061084344946686,0.0,-0.042896592500951645,0.08357120629313765,1.0574024678374883,0.06974847865247935,0.012955921066411961,0.0,438.38086168619094,436.564617770237,436.92027010407196,439.4876965009086
0.6000000000000002,-0.009081462260965989,0.01950900652342538,10.341865188588402,0.031683650913857164,0.016322634141348047,0.0,-0.05574342349442158,0.10658622409415386,1.2557528331162302,0.04675986573758953,-0.02457082736735378,0.0,469.4254581678031,466.50468848684557,469.5747214450368,467.79081775328416
0.6600000000000003,-0.012834621068567503,0.026723124259679952,10.424979076396934,0.03453355877538833,0.014393401170630149,0.0,-0.06915321621449869,0.1342289720775636,1.5143938762858948,0.04893573755299809,-0.05506464799047473,0.0,487.56426282830216,485.2804476594166,486.1682298274795,486.33236501894015
0.7200000000000003,-0.017319136308515094,0.03562965575609904,10.522497787778317,0.03733073435813239,0.010798102885813066,0.0,-0.07991538753853672,0.1629885765063184,1.7359113653869458,0.04153208592300022,-0.0720287760387806,0.0,477.1568116816383,475.85772766435105,476.320800768825,475.75544775050923
0.7800000000000004,-0.022316423732602255,0.046172855463065716,10.629209026427915,0.03980806616546584,0.006382175378194077,0.0,-0.08622382629808077,0.18869371009962344,1.8209909527077657,0.040798064360844655,-0.07693779251090932,0.0,435.9920163909716,435.57735859553503,434.8317224631145,434.77117717908874
0.8400000000000004,-0.027602481610697442,0.058311520358925825,10.74110876054437,0.042175947340943765,0.0018741581938295226,0.0,-0.08952042146786678,0.21616317619055408,1.9088479187813008,0.036655651974592154,-0.07175143068202726,0.0,436.1560145980152,436.58436818928726,436.7779469539653,436.4331743380907
0.9000000000000005,-0.03299669993024956,0.07217977641786298,10.859088634498976,0.04420126818551662,6.280618727699519,0.0,-0.08983147497268715,0.24632320665343507,2.0236067110558897,0.027213007189214874,-0.078964907487188,0.0,446.29398521088757,445.70058293346614,445.02470255471536,444.2516191187769
0.9600000000000005,-0.0383006814863655,0.08809039257360723,10.988258253624704,0.04627541317238215,6.276641482754661,0.0,-0.08643272726420002,0.28424375066927304,2.2815527949334085,0.0462565559083604,-0.0486175366485813,0.0,487.6634975878348,489.9217815214906,487.45551684108,488.87681821588563
1.0200000000000005,-0.04335032523326961,0.10604588227577966,11.126763225948713,0.04874342255097286,6.273506676000345,0.0,-0.08160264571625793,0.31451764845814845,2.3351540340519628,0.02816222422462076,-0.060723487511046954,0.0,428.45353480493657,427.42114913397745,427.50410398334213,425.9605150285292
1.0800000000000005,-0.048051652651411286,0.1258399874015575,11.268045470433659,0.050679549407559144,6.269710316132725,0.0,-0.07476353327000879,0.34544903911471836,2.3741583301723055,0.039423608428635994,-0.06892957681605273,0.0,422.1215865402685,421.4096922923072,423.39416138582015,424.36234007844445
1.1400000000000006,-0.0522013347375885,0.14777299190857032,11.416449615558022,0.05259487776806537,6.2651328812133436,0.0,-0.06306560993904373,0.3858844988174779,2.572195969170426,0.009421405427710753,-0.09808402566833956,0.0,473.1741751376746,470.91986551113837,474.26799978674876,471.9583744621657
